review_id,product_id,author,title,rating,content,timestamp,is_verified,profile_id,product_attributes,review_length,product_name,review_length_words,normalized_rating
R0001931,B09GJVTRNZ,Tnleodk,Great buy,5.0,Waterproof feature is a big plus. The Bluetooth range is impressive.,2023-12-11,1,PROF65232,Color: Black,68,JBL Flip 6,11,1.0
R0001932,B09GJVTRNZ,Hkknith,Not impressed,5.0,Waterproof feature is a big plus. The Bluetooth range is impressive.,2024-05-14,0,PROF94768,Size: Standard,68,JBL Flip 6,11,1.0
R0001933,B09GJVTRNZ,Sgvijfo,Not impressed,5.0,"Excellent build quality for the price. Battery life is fantastic, lasts all day.",2023-04-26,1,PROF11847,Not Specified,80,JBL Flip 6,13,1.0
R0001934,B09GJVTRNZ,Shimubl,Not impressed,5.0,"I use this every day and it never disappoints. Amazing sound quality, really impressed!",2023-09-22,1,PROF30324,Color: White,87,JBL Flip 6,14,1.0
R0001935,B09GJVTRNZ,Pnzxrbq,Not impressed,5.0,Excellent build quality for the price. The Bluetooth range is impressive.,2022-05-03,0,PROF54774,Color: Black,73,JBL Flip 6,11,1.0
R0001936,B09GJVTRNZ,Nlisknu,Not impressed,5.0,Love the design and portability. I use this every day and it never disappoints.,2024-05-09,1,PROF71859,Not Specified,79,JBL Flip 6,14,1.0
R0001937,B09GJVTRNZ,Dpedetg,Worth it,4.0,Waterproof feature is a big plus. Very easy to set up and connect.,2023-01-05,1,PROF20905,Color: Red,66,JBL Flip 6,13,0.75
R0001938,B09GJVTRNZ,Pzogaly,Not impressed,5.0,"Excellent build quality for the price. Amazing sound quality, really impressed!",2022-01-02,0,PROF58105,Not Specified,79,JBL Flip 6,11,1.0
R0001939,B09GJVTRNZ,Qsbvbfl,Not impressed,4.0,"Sound is crystal clear and the bass is excellent. Amazing sound quality, really impressed!",2023-01-17,1,PROF69377,Not Specified,90,JBL Flip 6,14,0.75
R0001940,B09GJVTRNZ,Ribavyb,Great buy,2.0,Very disappointed with the build quality. Not worth the price at all.,2024-04-14,1,PROF13680,Not Specified,69,JBL Flip 6,12,0.25
R0001941,B09GJVTRNZ,Droetqs,Great buy,2.0,Very disappointed with the build quality. Stopped working after a few months.,2022-02-03,1,PROF91278,Color: Black,77,JBL Flip 6,12,0.25
R0001942,B09GJVTRNZ,Umqrrwi,Not impressed,4.0,I use this every day and it never disappoints. Very easy to set up and connect.,2023-09-06,1,PROF50531,Color: Red,79,JBL Flip 6,16,0.75
R0001943,B09GJVTRNZ,Jrqtreh,Decent product,5.0,"Battery life is fantastic, lasts all day. Sound is crystal clear and the bass is excellent.",2022-04-26,1,PROF67777,Size: Standard,91,JBL Flip 6,16,1.0
R0001944,B09GJVTRNZ,Uwcxelu,Not impressed,5.0,"Battery life is fantastic, lasts all day. Amazing sound quality, really impressed!",2022-08-24,1,PROF85160,Not Specified,82,JBL Flip 6,12,1.0
R0001945,B09GJVTRNZ,Crjxvim,Not impressed,5.0,Waterproof feature is a big plus. I use this every day and it never disappoints.,2024-03-25,0,PROF57601,Color: Red,80,JBL Flip 6,15,1.0
R0001946,B09GJVTRNZ,Knhpaby,Not impressed,4.0,"The Bluetooth range is impressive. Battery life is fantastic, lasts all day.",2023-05-31,1,PROF15915,Color: White,76,JBL Flip 6,12,0.75
R0001947,B09GJVTRNZ,Ioplejg,Great buy,4.0,Very easy to set up and connect. I use this every day and it never disappoints.,2023-03-28,0,PROF21865,Color: Black,79,JBL Flip 6,16,0.75
R0001948,B09GJVTRNZ,Nuwzgrx,Decent product,3.0,It is okay for the price.,2023-11-16,1,PROF31750,Not Specified,25,JBL Flip 6,6,0.5
R0001949,B09GJVTRNZ,Odrbrsf,Great buy,4.0,"Great product, exactly what I needed. Love the design and portability.",2024-05-21,1,PROF29372,Color: Black,70,JBL Flip 6,11,0.75
R0001950,B09GJVTRNZ,Qyrdiio,Not impressed,4.0,"Excellent build quality for the price. Battery life is fantastic, lasts all day.",2023-08-12,0,PROF89922,Not Specified,80,JBL Flip 6,13,0.75
R0001951,B09GJVTRNZ,Umrpolk,Worth it,2.0,Very disappointed with the build quality. Sound is tinny and lacks bass.,2023-08-21,0,PROF73147,Not Specified,72,JBL Flip 6,12,0.25
R0001952,B09GJVTRNZ,Rzwcllm,Decent product,3.0,Works as described.,2024-04-08,1,PROF91460,Color: Red,19,JBL Flip 6,3,0.5
R0001953,B09GJVTRNZ,Ylxnqpo,Decent product,5.0,Sound is crystal clear and the bass is excellent. Excellent build quality for the price.,2023-04-27,1,PROF53173,Color: Red,88,JBL Flip 6,15,1.0
R0001954,B09GJVTRNZ,Tzgaxyd,Worth it,5.0,"The Bluetooth range is impressive. Battery life is fantastic, lasts all day.",2023-12-10,0,PROF53030,Not Specified,76,JBL Flip 6,12,1.0
R0001955,B09GJVTRNZ,Lrbsfjg,Worth it,5.0,Waterproof feature is a big plus. Excellent build quality for the price.,2022-04-24,1,PROF48614,Color: Red,72,JBL Flip 6,12,1.0
R0001956,B09GJVTRNZ,Srkxbjo,Worth it,5.0,I use this every day and it never disappoints. Waterproof feature is a big plus.,2023-12-24,1,PROF18139,Size: Standard,80,JBL Flip 6,15,1.0
R0001957,B09GJVTRNZ,Igaigjd,Decent product,5.0,"I use this every day and it never disappoints. Amazing sound quality, really impressed!",2023-10-13,1,PROF16928,Color: White,87,JBL Flip 6,14,1.0
R0001958,B09GJVTRNZ,Exqtmnq,Not impressed,4.0,Love the design and portability. I use this every day and it never disappoints.,2022-11-02,1,PROF34648,Color: Red,79,JBL Flip 6,14,0.75
R0001959,B09GJVTRNZ,Boaoexo,Not impressed,5.0,"Great product, exactly what I needed. Great product, exactly what I needed.",2023-02-09,1,PROF49165,Color: Black,75,JBL Flip 6,12,1.0
R0001960,B09GJVTRNZ,Ikglshn,Worth it,5.0,Very easy to set up and connect. Waterproof feature is a big plus.,2023-10-06,1,PROF19964,Color: Red,66,JBL Flip 6,13,1.0
R0001961,B09GJVTRNZ,Byvpkxp,Worth it,2.0,Very disappointed with the build quality. Battery drains way too fast.,2022-06-29,1,PROF68852,Size: Standard,70,JBL Flip 6,11,0.25
R0001962,B09GJVTRNZ,Grveqox,Worth it,4.0,"Amazing sound quality, really impressed! Very easy to set up and connect.",2024-01-22,1,PROF12198,Color: White,73,JBL Flip 6,12,0.75
R0001963,B09GJVTRNZ,Nzdlwmk,Decent product,5.0,Love the design and portability. Excellent build quality for the price.,2023-07-09,1,PROF28877,Color: White,71,JBL Flip 6,11,1.0
R0001964,B09GJVTRNZ,Zsdnxlf,Great buy,4.0,The Bluetooth range is impressive. I use this every day and it never disappoints.,2022-03-23,1,PROF97272,Not Specified,81,JBL Flip 6,14,0.75
R0001965,B09GJVTRNZ,Gqvtzqj,Worth it,5.0,The Bluetooth range is impressive. Love the design and portability.,2023-03-12,1,PROF69364,Color: White,67,JBL Flip 6,10,1.0
R0001966,B09GJVTRNZ,Iijpfyu,Worth it,5.0,"I use this every day and it never disappoints. Amazing sound quality, really impressed!",2023-10-14,1,PROF68741,Color: White,87,JBL Flip 6,14,1.0
R0001967,B09GJVTRNZ,Egtziix,Worth it,3.0,It is okay for the price.,2024-01-14,1,PROF70051,Not Specified,25,JBL Flip 6,6,0.5
R0001968,B09GJVTRNZ,Kznyjpq,Not impressed,4.0,"Amazing sound quality, really impressed! Battery life is fantastic, lasts all day.",2023-02-14,1,PROF54993,Color: White,82,JBL Flip 6,12,0.75
R0001969,B09GJVTRNZ,Zhrxtlt,Worth it,4.0,Excellent build quality for the price. Waterproof feature is a big plus.,2023-12-30,0,PROF31369,Not Specified,72,JBL Flip 6,12,0.75
R0001970,B09GJVTRNZ,Mrarler,Decent product,1.0,"Not worth the price at all. Returned it immediately, very poor quality.",2022-11-17,1,PROF45990,Color: White,71,JBL Flip 6,12,0.0
R0001971,B09GJVTRNZ,Qpfcybw,Great buy,1.0,Stopped working after a few months. The button layout is confusing.,2023-06-08,0,PROF41630,Size: Standard,67,JBL Flip 6,11,0.0
R0001972,B09GJVTRNZ,Tdfjobx,Great buy,5.0,The Bluetooth range is impressive. I use this every day and it never disappoints.,2022-03-19,0,PROF25331,Not Specified,81,JBL Flip 6,14,1.0
R0001973,B09GJVTRNZ,Hvildrm,Great buy,4.0,Very easy to set up and connect. Love the design and portability.,2023-04-17,1,PROF57948,Color: Red,65,JBL Flip 6,12,0.75
R0001974,B09GJVTRNZ,Jspxjmo,Decent product,4.0,Waterproof feature is a big plus. Excellent build quality for the price.,2023-01-15,1,PROF52494,Color: Black,72,JBL Flip 6,12,0.75
R0001975,B09GJVTRNZ,Sccnwyh,Decent product,4.0,Love the design and portability. Excellent build quality for the price.,2022-08-18,1,PROF27168,Color: White,71,JBL Flip 6,11,0.75
R0001976,B09GJVTRNZ,Blrnzet,Great buy,5.0,Very easy to set up and connect. Sound is crystal clear and the bass is excellent.,2022-11-17,1,PROF22128,Color: Black,82,JBL Flip 6,16,1.0
R0001977,B09GJVTRNZ,Sibfurm,Decent product,4.0,"Battery life is fantastic, lasts all day. Very easy to set up and connect.",2023-09-30,1,PROF13371,Not Specified,74,JBL Flip 6,14,0.75
R0001978,B09GJVTRNZ,Yesrgsc,Decent product,4.0,The Bluetooth range is impressive. The Bluetooth range is impressive.,2022-10-19,1,PROF86382,Color: Black,69,JBL Flip 6,10,0.75
R0001979,B09GJVTRNZ,Quagesv,Worth it,5.0,Love the design and portability. Excellent build quality for the price.,2023-01-06,1,PROF84930,Color: Red,71,JBL Flip 6,11,1.0
R0001980,B09GJVTRNZ,Shvpgdx,Decent product,5.0,Very easy to set up and connect. Waterproof feature is a big plus.,2022-06-07,1,PROF11069,Color: Red,66,JBL Flip 6,13,1.0
R0001981,B09GJVTRNZ,Pyufhzz,Decent product,3.0,It is okay for the price.,2023-05-30,0,PROF36493,Not Specified,25,JBL Flip 6,6,0.5
R0001982,B09GJVTRNZ,Qrxlkeg,Great buy,5.0,Love the design and portability. Waterproof feature is a big plus.,2022-04-29,0,PROF31682,Color: White,66,JBL Flip 6,11,1.0
R0001983,B09GJVTRNZ,Snzbhwo,Great buy,4.0,"Waterproof feature is a big plus. Great product, exactly what I needed.",2023-06-23,0,PROF85811,Not Specified,71,JBL Flip 6,12,0.75
R0001984,B09GJVTRNZ,Jevcopn,Worth it,4.0,Excellent build quality for the price. Excellent build quality for the price.,2022-08-11,1,PROF83608,Color: Red,77,JBL Flip 6,12,0.75
R0001985,B09GJVTRNZ,Yglwkbh,Great buy,3.0,Does the job but nothing special.,2023-12-14,0,PROF11487,Not Specified,33,JBL Flip 6,6,0.5
R0001986,B09GJVTRNZ,Xumavag,Great buy,2.0,Bluetooth connectivity drops constantly. Sound is tinny and lacks bass.,2022-06-12,1,PROF44537,Color: White,71,JBL Flip 6,10,0.25
R0001987,B09GJVTRNZ,Ybxmkbs,Worth it,5.0,Waterproof feature is a big plus. Very easy to set up and connect.,2024-02-09,1,PROF29926,Color: Red,66,JBL Flip 6,13,1.0
R0001988,B09GJVTRNZ,Tfkvryn,Great buy,4.0,"Love the design and portability. Great product, exactly what I needed.",2023-10-30,1,PROF14060,Color: Red,70,JBL Flip 6,11,0.75
R0001989,B09GJVTRNZ,Wflwaip,Not impressed,4.0,Love the design and portability. Waterproof feature is a big plus.,2023-09-04,1,PROF27947,Not Specified,66,JBL Flip 6,11,0.75
R0001990,B09GJVTRNZ,Bmtivup,Decent product,5.0,Love the design and portability. Love the design and portability.,2022-03-09,0,PROF83326,Size: Standard,65,JBL Flip 6,10,1.0
R0001991,B09GJVTRNZ,Ffatinm,Worth it,5.0,Excellent build quality for the price. Love the design and portability.,2023-12-14,1,PROF41903,Not Specified,71,JBL Flip 6,11,1.0
R0001992,B09GJVTRNZ,Tvmdwio,Decent product,3.0,Decent speaker but there are better options.,2023-12-04,1,PROF45959,Not Specified,44,JBL Flip 6,7,0.5
R0001993,B09GJVTRNZ,Cqcokaf,Worth it,5.0,Very easy to set up and connect. Very easy to set up and connect.,2024-06-01,1,PROF74960,Color: White,65,JBL Flip 6,14,1.0
R0001994,B09GJVTRNZ,Fsfwvfy,Decent product,3.0,Works as described.,2022-02-03,1,PROF63896,Size: Standard,19,JBL Flip 6,3,0.5
R0001995,B09GJVTRNZ,Ikuntyg,Great buy,5.0,"Battery life is fantastic, lasts all day. I use this every day and it never disappoints.",2023-05-18,0,PROF62471,Color: White,88,JBL Flip 6,16,1.0
R0001996,B09GJVTRNZ,Ielkdjh,Decent product,5.0,"Love the design and portability. Great product, exactly what I needed.",2022-04-24,0,PROF58479,Color: Red,70,JBL Flip 6,11,1.0
R0001997,B09GJVTRNZ,Sssxbod,Worth it,5.0,I use this every day and it never disappoints. Sound is crystal clear and the bass is excellent.,2022-02-01,0,PROF21708,Not Specified,96,JBL Flip 6,18,1.0
R0001998,B09GJVTRNZ,Aiiqjjg,Worth it,2.0,Very disappointed with the build quality. Battery drains way too fast.,2023-05-28,1,PROF40339,Not Specified,70,JBL Flip 6,11,0.25
R0001999,B09GJVTRNZ,Gahuhrh,Decent product,2.0,The button layout is confusing. The button layout is confusing.,2023-08-04,1,PROF65573,Size: Standard,63,JBL Flip 6,10,0.25
R0002000,B09GJVTRNZ,Acpkzdu,Not impressed,4.0,"Amazing sound quality, really impressed! Amazing sound quality, really impressed!",2023-06-20,1,PROF45003,Not Specified,81,JBL Flip 6,10,0.75
R0002001,B09GJVTRNZ,Sttuknn,Great buy,4.0,"Sound is crystal clear and the bass is excellent. Great product, exactly what I needed.",2024-06-14,1,PROF99021,Not Specified,87,JBL Flip 6,15,0.75
R0002002,B09GJVTRNZ,Pgupcrx,Great buy,4.0,"I use this every day and it never disappoints. Amazing sound quality, really impressed!",2022-04-27,1,PROF44029,Color: White,87,JBL Flip 6,14,0.75
R0002003,B09GJVTRNZ,Nghwyva,Not impressed,5.0,"Amazing sound quality, really impressed! Love the design and portability.",2022-06-26,1,PROF96607,Not Specified,73,JBL Flip 6,10,1.0
R0002004,B09GJVTRNZ,Dvpjhtl,Great buy,4.0,Waterproof feature is a big plus. Very easy to set up and connect.,2022-05-22,1,PROF56363,Size: Standard,66,JBL Flip 6,13,0.75
R0002005,B09GJVTRNZ,Eaakyxx,Not impressed,4.0,Excellent build quality for the price. Sound is crystal clear and the bass is excellent.,2022-03-10,1,PROF50112,Color: White,88,JBL Flip 6,15,0.75
R0002006,B09GJVTRNZ,Htpgrvs,Worth it,5.0,I use this every day and it never disappoints. Waterproof feature is a big plus.,2024-04-23,1,PROF77421,Not Specified,80,JBL Flip 6,15,1.0
R0002007,B09GJVTRNZ,Rrbcaoy,Decent product,4.0,Waterproof feature is a big plus. I use this every day and it never disappoints.,2023-12-31,1,PROF68782,Size: Standard,80,JBL Flip 6,15,0.75
R0002008,B09GJVTRNZ,Gwwuyhh,Decent product,5.0,"Excellent build quality for the price. Great product, exactly what I needed.",2024-05-23,1,PROF51075,Color: White,76,JBL Flip 6,12,1.0
R0002009,B09GJVTRNZ,Xxffenm,Not impressed,2.0,"Returned it immediately, very poor quality. Very disappointed with the build quality.",2023-02-20,0,PROF96447,Not Specified,85,JBL Flip 6,12,0.25
R0002010,B09GJVTRNZ,Kihlscc,Great buy,4.0,"Love the design and portability. Amazing sound quality, really impressed!",2022-05-14,1,PROF14917,Not Specified,73,JBL Flip 6,10,0.75
R0002011,B09GJVTRNZ,Ymodkby,Great buy,1.0,Not worth the price at all. Sound is tinny and lacks bass.,2023-01-26,1,PROF17910,Color: Black,58,JBL Flip 6,12,0.0
R0002012,B09GJVTRNZ,Etwmyvr,Decent product,2.0,"The button layout is confusing. Returned it immediately, very poor quality.",2024-05-28,1,PROF41611,Size: Standard,75,JBL Flip 6,11,0.25
R0002013,B09GJVTRNZ,Ovslbox,Worth it,5.0,I use this every day and it never disappoints. I use this every day and it never disappoints.,2022-12-15,1,PROF22426,Color: White,93,JBL Flip 6,18,1.0
R0002014,B09GJVTRNZ,Quvoeem,Not impressed,3.0,Does the job but nothing special.,2022-03-03,1,PROF63993,Size: Standard,33,JBL Flip 6,6,0.5
R0002015,B09GJVTRNZ,Jsfzvqj,Not impressed,4.0,"Amazing sound quality, really impressed! Sound is crystal clear and the bass is excellent.",2022-11-11,1,PROF24210,Size: Standard,90,JBL Flip 6,14,0.75
R0002016,B09GJVTRNZ,Zmvtvab,Great buy,4.0,"Amazing sound quality, really impressed! Amazing sound quality, really impressed!",2023-06-17,1,PROF66969,Not Specified,81,JBL Flip 6,10,0.75
R0002017,B09GJVTRNZ,Mvtazxg,Worth it,4.0,Waterproof feature is a big plus. Love the design and portability.,2023-09-01,1,PROF74449,Size: Standard,66,JBL Flip 6,11,0.75
R0002018,B09GJVTRNZ,Krqjwur,Not impressed,5.0,"Battery life is fantastic, lasts all day. The Bluetooth range is impressive.",2022-12-15,1,PROF27462,Color: Red,76,JBL Flip 6,12,1.0
R0002019,B09GJVTRNZ,Rcpeczh,Great buy,1.0,Battery drains way too fast. The button layout is confusing.,2022-12-25,1,PROF50282,Color: Black,60,JBL Flip 6,10,0.0
R0002020,B09GJVTRNZ,Blepzbd,Decent product,5.0,Very easy to set up and connect. Sound is crystal clear and the bass is excellent.,2023-11-11,1,PROF58656,Color: Red,82,JBL Flip 6,16,1.0
R0002021,B09GJVTRNZ,Psaztvu,Worth it,5.0,I use this every day and it never disappoints. Love the design and portability.,2023-01-26,0,PROF66712,Color: Red,79,JBL Flip 6,14,1.0
R0002022,B09GJVTRNZ,Dmtjdsf,Great buy,5.0,The Bluetooth range is impressive. Very easy to set up and connect.,2023-08-12,1,PROF37517,Color: Black,67,JBL Flip 6,12,1.0
R0002023,B09GJVTRNZ,Fdlfgdy,Worth it,5.0,Excellent build quality for the price. Excellent build quality for the price.,2022-06-13,1,PROF38719,Not Specified,77,JBL Flip 6,12,1.0
R0002024,B09GJVTRNZ,Tfavsvt,Great buy,2.0,The button layout is confusing. Very disappointed with the build quality.,2022-02-24,1,PROF28687,Not Specified,73,JBL Flip 6,11,0.25
R0002025,B09GJVTRNZ,Atafgtr,Worth it,4.0,"Love the design and portability. Battery life is fantastic, lasts all day.",2023-07-05,1,PROF58121,Not Specified,74,JBL Flip 6,12,0.75
R0002026,B09GJVTRNZ,Qxqamlp,Decent product,4.0,"Excellent build quality for the price. Great product, exactly what I needed.",2023-10-20,0,PROF72589,Size: Standard,76,JBL Flip 6,12,0.75
R0002027,B09GJVTRNZ,Oxqkjsh,Worth it,5.0,Excellent build quality for the price. Waterproof feature is a big plus.,2023-12-09,1,PROF74155,Color: Black,72,JBL Flip 6,12,1.0
R0002028,B09GJVTRNZ,Rlafdvf,Not impressed,5.0,The Bluetooth range is impressive. Love the design and portability.,2023-09-09,1,PROF90837,Not Specified,67,JBL Flip 6,10,1.0
R0002029,B09GJVTRNZ,Dzfuapp,Worth it,4.0,"Love the design and portability. Battery life is fantastic, lasts all day.",2023-11-25,1,PROF20525,Size: Standard,74,JBL Flip 6,12,0.75
R0002030,B09GJVTRNZ,Cntvkij,Great buy,5.0,"Very easy to set up and connect. Amazing sound quality, really impressed!",2023-12-03,1,PROF11531,Color: White,73,JBL Flip 6,12,1.0
R0002031,B09GJVTRNZ,Wtnqtkl,Not impressed,3.0,Decent speaker but there are better options.,2023-05-22,0,PROF49038,Not Specified,44,JBL Flip 6,7,0.5
R0002032,B09GJVTRNZ,Ldpscsg,Worth it,5.0,Waterproof feature is a big plus. Waterproof feature is a big plus.,2022-11-14,1,PROF32137,Not Specified,67,JBL Flip 6,12,1.0
R0002033,B09GJVTRNZ,Okxlfrk,Decent product,4.0,"Sound is crystal clear and the bass is excellent. Great product, exactly what I needed.",2022-09-21,1,PROF10946,Not Specified,87,JBL Flip 6,15,0.75
R0002034,B09GJVTRNZ,Itklrjb,Worth it,5.0,Love the design and portability. The Bluetooth range is impressive.,2023-05-18,0,PROF29610,Color: Black,67,JBL Flip 6,10,1.0
R0002035,B09GJVTRNZ,Tyyjjrz,Not impressed,5.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2023-02-04,1,PROF32283,Color: White,78,JBL Flip 6,11,1.0
R0002036,B09GJVTRNZ,Lopbrac,Great buy,4.0,"Love the design and portability. Battery life is fantastic, lasts all day.",2023-09-10,1,PROF61947,Color: Red,74,JBL Flip 6,12,0.75
R0002037,B09GJVTRNZ,Weiyltx,Not impressed,2.0,Stopped working after a few months. The button layout is confusing.,2022-07-22,1,PROF90483,Not Specified,67,JBL Flip 6,11,0.25
R0002038,B09GJVTRNZ,Hmlbvrp,Decent product,3.0,"Average sound quality, nothing to write home about.",2023-03-01,1,PROF93689,Size: Standard,51,JBL Flip 6,8,0.5
R0002039,B09GJVTRNZ,Htvskyv,Worth it,3.0,Works as described.,2023-05-21,1,PROF80721,Size: Standard,19,JBL Flip 6,3,0.5
R0002040,B0BYC52LYP,Tuyinor,Great buy,3.0,Works as described.,2022-12-20,1,PROF67999,Not Specified,19,UE BOOM 3,3,0.5
R0002041,B0BYC52LYP,Lpxoglg,Not impressed,5.0,"The Bluetooth range is impressive. Battery life is fantastic, lasts all day.",2022-02-14,1,PROF91129,Not Specified,76,UE BOOM 3,12,1.0
R0002042,B0BYC52LYP,Eidbwqv,Worth it,4.0,Love the design and portability. The Bluetooth range is impressive.,2023-02-07,1,PROF49081,Color: Red,67,UE BOOM 3,10,0.75
R0002043,B0BYC52LYP,Kizecja,Great buy,4.0,Love the design and portability. Very easy to set up and connect.,2023-04-08,0,PROF37469,Color: Black,65,UE BOOM 3,12,0.75
R0002044,B0BYC52LYP,Hlxpbmg,Great buy,2.0,"Returned it immediately, very poor quality. Not worth the price at all.",2023-03-17,0,PROF65840,Size: Standard,71,UE BOOM 3,12,0.25
R0002045,B0BYC52LYP,Vbtsvki,Not impressed,5.0,"Great product, exactly what I needed. Sound is crystal clear and the bass is excellent.",2024-03-18,0,PROF93686,Size: Standard,87,UE BOOM 3,15,1.0
R0002046,B0BYC52LYP,Vdnffdo,Not impressed,5.0,"Waterproof feature is a big plus. Amazing sound quality, really impressed!",2023-11-09,0,PROF39284,Color: Black,74,UE BOOM 3,11,1.0
R0002047,B0BYC52LYP,Tapumua,Great buy,2.0,"Returned it immediately, very poor quality. Returned it immediately, very poor quality.",2022-02-01,1,PROF56375,Color: White,87,UE BOOM 3,12,0.25
R0002048,B0BYC52LYP,Cjbtrch,Great buy,5.0,"I use this every day and it never disappoints. Great product, exactly what I needed.",2023-08-16,1,PROF91981,Color: White,84,UE BOOM 3,15,1.0
R0002049,B0BYC52LYP,Iortpvo,Not impressed,4.0,"Very easy to set up and connect. Amazing sound quality, really impressed!",2022-03-25,1,PROF20066,Size: Standard,73,UE BOOM 3,12,0.75
R0002050,B0BYC52LYP,Qpdwsty,Decent product,2.0,The button layout is confusing. Stopped working after a few months.,2024-01-03,1,PROF23292,Color: Black,67,UE BOOM 3,11,0.25
R0002051,B0BYC52LYP,Zfvbfoe,Decent product,4.0,Waterproof feature is a big plus. Excellent build quality for the price.,2023-07-31,0,PROF37944,Color: Black,72,UE BOOM 3,12,0.75
R0002052,B0BYC52LYP,Mjoksga,Worth it,4.0,"I use this every day and it never disappoints. Great product, exactly what I needed.",2022-03-11,1,PROF14302,Not Specified,84,UE BOOM 3,15,0.75
R0002053,B0BYC52LYP,Zpvylmc,Not impressed,3.0,Does the job but nothing special.,2023-07-22,0,PROF81046,Color: Black,33,UE BOOM 3,6,0.5
R0002054,B0BYC52LYP,Drqfrvy,Decent product,5.0,"Great product, exactly what I needed. Great product, exactly what I needed.",2022-07-06,1,PROF86127,Color: Red,75,UE BOOM 3,12,1.0
R0002055,B0BYC52LYP,Dchrpor,Great buy,5.0,"Sound is crystal clear and the bass is excellent. Amazing sound quality, really impressed!",2024-05-16,1,PROF93003,Color: Black,90,UE BOOM 3,14,1.0
R0002056,B0BYC52LYP,Wbhaebt,Not impressed,5.0,"Great product, exactly what I needed. Waterproof feature is a big plus.",2024-03-22,0,PROF63077,Color: Black,71,UE BOOM 3,12,1.0
R0002057,B0BYC52LYP,Xtgtuvw,Not impressed,4.0,"Battery life is fantastic, lasts all day. Great product, exactly what I needed.",2023-12-10,1,PROF14999,Color: Black,79,UE BOOM 3,13,0.75
R0002058,B0BYC52LYP,Ogojvar,Great buy,4.0,The Bluetooth range is impressive. Love the design and portability.,2022-12-07,1,PROF69864,Not Specified,67,UE BOOM 3,10,0.75
R0002059,B0BYC52LYP,Pfqovob,Decent product,5.0,"Battery life is fantastic, lasts all day. Very easy to set up and connect.",2023-09-15,1,PROF28753,Color: Black,74,UE BOOM 3,14,1.0
R0002060,B0BYC52LYP,Jyzllie,Decent product,4.0,"Waterproof feature is a big plus. Amazing sound quality, really impressed!",2023-07-01,1,PROF61188,Not Specified,74,UE BOOM 3,11,0.75
R0002061,B0BYC52LYP,Cyzmnqd,Not impressed,2.0,"Sound is tinny and lacks bass. Returned it immediately, very poor quality.",2023-11-20,1,PROF86342,Not Specified,74,UE BOOM 3,12,0.25
R0002062,B0BYC52LYP,Zkplkdk,Not impressed,4.0,"Amazing sound quality, really impressed! Sound is crystal clear and the bass is excellent.",2024-01-07,0,PROF34856,Not Specified,90,UE BOOM 3,14,0.75
R0002063,B0BYC52LYP,Hywpquk,Not impressed,5.0,"Battery life is fantastic, lasts all day. Waterproof feature is a big plus.",2022-05-08,1,PROF30630,Color: Red,75,UE BOOM 3,13,1.0
R0002064,B0BYC52LYP,Hexvmdc,Worth it,4.0,I use this every day and it never disappoints. I use this every day and it never disappoints.,2022-11-27,1,PROF36617,Color: Red,93,UE BOOM 3,18,0.75
R0002065,B0BYC52LYP,Tvaivvi,Not impressed,1.0,"Returned it immediately, very poor quality. Very disappointed with the build quality.",2022-03-06,0,PROF57443,Color: White,85,UE BOOM 3,12,0.0
R0002066,B0BYC52LYP,Ajtffcs,Not impressed,5.0,"Amazing sound quality, really impressed! Very easy to set up and connect.",2023-01-16,1,PROF90297,Color: Black,73,UE BOOM 3,12,1.0
R0002067,B0BYC52LYP,Rgdsdpw,Decent product,3.0,Works as described.,2023-08-16,1,PROF24287,Color: Red,19,UE BOOM 3,3,0.5
R0002068,B0BYC52LYP,Qbwunun,Worth it,3.0,"Average sound quality, nothing to write home about.",2024-03-30,1,PROF73139,Size: Standard,51,UE BOOM 3,8,0.5
R0002069,B0BYC52LYP,Dwbdyln,Not impressed,3.0,Works as described.,2022-08-11,0,PROF75830,Not Specified,19,UE BOOM 3,3,0.5
R0002070,B0BYC52LYP,Uodizim,Not impressed,4.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2024-02-12,1,PROF57398,Color: White,78,UE BOOM 3,11,0.75
R0002071,B0BYC52LYP,Hyjdfsn,Worth it,5.0,The Bluetooth range is impressive. I use this every day and it never disappoints.,2022-05-28,1,PROF92112,Size: Standard,81,UE BOOM 3,14,1.0
R0002072,B0BYC52LYP,Tdiibmn,Great buy,4.0,Sound is crystal clear and the bass is excellent. Very easy to set up and connect.,2022-07-11,0,PROF42706,Color: Red,82,UE BOOM 3,16,0.75
R0002073,B0BYC52LYP,Ftezezl,Not impressed,3.0,"Average sound quality, nothing to write home about.",2023-01-24,0,PROF79766,Size: Standard,51,UE BOOM 3,8,0.5
R0002074,B0BYC52LYP,Misncrb,Great buy,5.0,Sound is crystal clear and the bass is excellent. The Bluetooth range is impressive.,2022-08-01,1,PROF61121,Size: Standard,84,UE BOOM 3,14,1.0
R0002075,B0BYC52LYP,Cuskcrm,Decent product,5.0,The Bluetooth range is impressive. Very easy to set up and connect.,2022-03-26,1,PROF10497,Color: Red,67,UE BOOM 3,12,1.0
R0002076,B0BYC52LYP,Cxjpwjh,Decent product,5.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2022-11-16,1,PROF19060,Color: White,78,UE BOOM 3,11,1.0
